Crypto,Date,Open,High,Low,Close
LTC,2023-05-31,92.04,92.68,87.98,89.64
LTC,2023-05-30,91.41,93.25,90.56,92.04
LTC,2023-05-29,90.31,92.28,90.24,91.4
LTC,2023-05-28,88.7,90.53,88.29,90.31
LTC,2023-05-27,87.81,88.75,86.95,88.69
LTC,2023-05-26,85.4,88.25,85.27,87.81
LTC,2023-05-25,85.72,86.23,83.1,85.41
LTC,2023-05-24,90.83,91.86,84.74,85.7
LTC,2023-05-23,90.95,93.02,90.46,90.83
LTC,2023-05-22,91.69,92.74,89.87,90.96
LTC,2023-05-21,91.99,93.35,91.29,91.8
LTC,2023-05-20,91.47,92.78,90.69,91.99
LTC,2023-05-19,90.56,93.26,90.26,91.44
LTC,2023-05-18,94.38,94.57,89.26,90.56
LTC,2023-05-17,89.5,94.99,89.25,94.38
LTC,2023-05-16,87.73,90.43,86.25,89.5
LTC,2023-05-15,82.65,88.5,82.38,87.7
LTC,2023-05-14,80.7,84.03,79.79,82.65
LTC,2023-05-13,79.6,81.03,79.6,80.68
LTC,2023-05-12,80.06,81.43,77.43,79.6
LTC,2023-05-11,81.88,81.96,78.64,80.06
LTC,2023-05-10,79.54,82.0,77.28,81.75
LTC,2023-05-09,77.0,79.92,76.83,79.54
LTC,2023-05-08,84.28,85.29,75.41,77.01
LTC,2023-05-07,83.82,84.49,83.11,84.28
LTC,2023-05-06,88.73,89.43,81.21,83.82
LTC,2023-05-05,88.06,89.7,86.32,88.73
LTC,2023-05-04,87.05,89.81,87.05,88.06
LTC,2023-05-03,88.12,88.62,85.54,87.05
LTC,2023-05-02,86.18,89.07,86.0,88.12
LTC,2023-05-01,88.53,88.95,85.21,86.18
LTC,2023-04-30,90.76,91.42,87.93,88.53
LTC,2023-04-29,89.63,91.61,89.38,90.76
LTC,2023-04-28,89.85,90.45,87.79,89.63
LTC,2023-04-27,88.12,90.7,86.97,89.8
LTC,2023-04-26,91.36,93.96,84.69,87.95
LTC,2023-04-25,88.15,91.71,87.3,91.36
LTC,2023-04-24,86.14,88.92,85.76,88.07
LTC,2023-04-23,86.93,87.13,84.55,86.14
LTC,2023-04-22,84.63,87.12,84.61,86.99
LTC,2023-04-21,88.29,91.01,84.78,84.78
LTC,2023-04-20,93.3,93.42,87.2,88.29
LTC,2023-04-19,101.34,101.94,92.64,93.3
LTC,2023-04-18,98.44,103.03,97.74,101.34
LTC,2023-04-17,101.2,101.71,97.44,98.44
LTC,2023-04-16,96.27,102.16,95.3,101.2
LTC,2023-04-15,96.48,96.97,94.91,96.27
LTC,2023-04-14,94.19,99.25,93.4,96.49
LTC,2023-04-13,91.96,94.6,91.74,94.25
LTC,2023-04-12,94.72,94.76,90.98,91.96
LTC,2023-04-11,92.65,97.0,92.63,94.72
LTC,2023-04-10,90.14,93.37,89.97,92.59
LTC,2023-04-09,89.99,90.93,89.24,90.14
LTC,2023-04-08,90.07,91.47,89.33,89.99
LTC,2023-04-07,90.71,91.55,89.15,90.07
LTC,2023-04-06,92.32,92.7,89.86,90.71
LTC,2023-04-05,93.21,95.0,91.2,92.32
LTC,2023-04-04,91.17,94.01,90.03,93.21
LTC,2023-04-03,91.49,95.81,90.47,91.62
LTC,2023-04-02,92.25,94.56,90.54,91.48
LTC,2023-04-01,89.61,94.22,89.36,92.25
LTC,2023-03-31,89.42,90.22,87.53,89.54
LTC,2023-03-30,92.08,93.23,86.86,89.42
LTC,2023-03-29,88.35,92.9,88.29,92.08
LTC,2023-03-28,88.83,89.53,85.62,88.31
LTC,2023-03-27,92.86,94.4,87.97,88.9
LTC,2023-03-26,90.6,94.77,90.6,92.86
LTC,2023-03-25,90.76,94.12,89.37,90.51
LTC,2023-03-24,93.11,95.89,89.15,90.67
LTC,2023-03-23,86.15,94.67,85.74,93.17
LTC,2023-03-22,81.93,86.7,79.5,86.59
LTC,2023-03-21,80.51,83.63,76.88,81.92
LTC,2023-03-20,84.33,85.5,78.86,80.51
LTC,2023-03-19,84.82,86.51,82.36,84.37
LTC,2023-03-18,82.87,88.01,82.51,84.84
LTC,2023-03-17,77.83,84.97,77.83,82.87
LTC,2023-03-16,76.25,80.0,75.71,77.83
LTC,2023-03-15,83.71,85.78,75.39,76.25
LTC,2023-03-14,81.54,88.41,79.48,83.81
LTC,2023-03-13,73.62,83.46,72.72,81.54
LTC,2023-03-12,69.05,73.93,67.84,73.93
LTC,2023-03-11,71.48,74.55,65.28,69.05
LTC,2023-03-10,75.29,76.78,67.96,71.48
LTC,2023-03-09,83.29,84.9,75.16,75.48
LTC,2023-03-08,85.52,86.66,82.7,83.3
LTC,2023-03-07,87.65,88.91,84.13,85.52
LTC,2023-03-06,90.26,90.61,86.61,87.69
LTC,2023-03-05,88.11,91.74,87.54,90.26
LTC,2023-03-04,89.63,90.79,87.74,88.11
LTC,2023-03-03,95.06,95.53,86.29,89.63
LTC,2023-03-02,97.52,98.26,93.96,95.09
LTC,2023-03-01,93.53,98.24,93.36,97.52
LTC,2023-02-28,93.48,95.98,93.16,93.56
LTC,2023-02-27,95.08,96.0,92.56,93.59
LTC,2023-02-26,91.99,95.52,91.99,95.05
LTC,2023-02-25,91.04,92.6,90.45,91.99
LTC,2023-02-24,94.18,95.24,90.07,91.13
LTC,2023-02-23,93.79,96.22,93.5,94.18
LTC,2023-02-22,92.46,95.53,91.69,93.82
LTC,2023-02-21,95.86,96.79,91.7,92.41
LTC,2023-02-20,98.42,98.58,94.55,95.86
LTC,2023-02-19,99.49,101.42,96.76,98.42
LTC,2023-02-18,100.52,101.87,98.76,99.49
LTC,2023-02-17,101.64,101.8,98.35,100.82
LTC,2023-02-16,101.62,105.5,100.5,101.64
LTC,2023-02-15,95.31,102.32,94.85,101.58
LTC,2023-02-14,89.33,95.93,89.23,95.3
LTC,2023-02-13,92.14,94.9,88.27,89.33
LTC,2023-02-12,94.59,94.76,92.19,92.19
LTC,2023-02-11,93.21,94.72,92.78,94.59
LTC,2023-02-10,91.47,94.16,90.26,93.21
LTC,2023-02-09,98.81,99.43,90.09,91.35
LTC,2023-02-08,100.18,102.27,96.96,98.81
LTC,2023-02-07,97.18,100.76,95.29,100.18
LTC,2023-02-06,95.57,97.9,94.94,97.21
LTC,2023-02-05,99.2,99.28,94.93,95.57
LTC,2023-02-04,99.44,101.25,98.35,99.2
LTC,2023-02-03,98.01,100.7,97.52,99.41
LTC,2023-02-02,98.02,102.37,97.97,98.12
LTC,2023-02-01,93.25,99.11,92.81,98.02
LTC,2023-01-31,90.46,96.14,89.63,93.16
LTC,2023-01-30,96.9,96.98,89.01,90.46
LTC,2023-01-29,88.64,97.61,88.43,96.8
LTC,2023-01-28,88.51,89.89,87.06,88.64
LTC,2023-01-27,87.35,88.96,85.93,88.5
LTC,2023-01-26,91.52,91.9,86.95,87.35
LTC,2023-01-25,88.1,91.26,85.54,91.11
LTC,2023-01-24,90.6,91.4,87.65,88.02
LTC,2023-01-23,87.51,93.03,87.01,90.6
LTC,2023-01-22,90.2,90.2,86.67,87.45
LTC,2023-01-21,88.85,91.58,88.31,90.25
LTC,2023-01-20,83.9,89.35,83.05,88.94
LTC,2023-01-19,83.51,84.49,81.76,83.9
LTC,2023-01-18,87.08,88.36,81.92,83.57
LTC,2023-01-17,86.34,89.37,84.67,87.04
LTC,2023-01-16,87.9,89.15,84.3,86.34
LTC,2023-01-15,87.76,88.7,85.65,87.9
LTC,2023-01-14,86.66,91.1,85.39,87.76
LTC,2023-01-13,85.27,86.8,83.67,86.66
LTC,2023-01-12,82.4,86.46,81.13,85.27
LTC,2023-01-11,81.54,83.81,79.95,82.4
LTC,2023-01-10,81.14,82.85,79.49,81.54
LTC,2023-01-09,76.45,83.46,76.38,81.13
LTC,2023-01-08,76.48,77.17,75.18,76.45
LTC,2023-01-07,75.6,76.81,75.51,76.48
LTC,2023-01-06,74.59,76.09,72.62,75.61
LTC,2023-01-05,74.83,76.22,73.71,74.59
LTC,2023-01-04,75.32,77.83,74.42,74.83
LTC,2023-01-03,75.45,76.26,73.67,75.32
LTC,2023-01-02,71.19,77.37,70.1,75.45
LTC,2023-01-01,70.27,71.45,68.96,71.19
LTC,2022-12-31,67.78,71.04,67.56,70.29
LTC,2022-12-30,66.08,68.57,66.04,67.78
LTC,2022-12-29,66.39,67.16,65.58,66.08
LTC,2022-12-28,68.08,69.37,66.09,66.42
LTC,2022-12-27,69.92,71.03,67.8,68.08
LTC,2022-12-26,68.01,70.94,67.9,69.92
LTC,2022-12-25,65.7,68.34,65.35,68.02
LTC,2022-12-24,65.8,65.98,65.13,65.7
LTC,2022-12-23,65.58,66.64,65.02,65.8
LTC,2022-12-22,65.58,66.64,64.32,65.58
LTC,2022-12-21,65.43,66.75,64.62,65.58
LTC,2022-12-20,63.02,65.98,61.1,65.4
LTC,2022-12-19,64.38,65.13,61.67,63.02
LTC,2022-12-18,63.83,65.89,63.16,64.38
LTC,2022-12-17,67.72,67.89,62.79,63.9
LTC,2022-12-16,72.66,73.53,66.8,67.72
LTC,2022-12-15,75.52,75.61,72.11,72.63
LTC,2022-12-14,77.68,79.06,74.39,75.52
LTC,2022-12-13,76.35,79.8,74.43,77.68
LTC,2022-12-12,77.35,77.52,73.59,76.43
LTC,2022-12-11,76.35,78.38,76.15,77.37
LTC,2022-12-10,76.21,77.36,75.8,76.36
LTC,2022-12-09,77.62,78.73,75.88,76.23
LTC,2022-12-08,76.86,77.69,74.65,77.51
LTC,2022-12-07,78.76,80.33,75.9,76.86
LTC,2022-12-06,80.03,81.68,77.75,78.78
LTC,2022-12-05,76.75,84.56,76.68,80.03
LTC,2022-12-04,76.12,77.24,75.56,76.75
LTC,2022-12-03,77.32,78.07,75.71,76.11
LTC,2022-12-02,77.88,78.43,75.5,77.35
LTC,2022-12-01,78.48,80.43,76.38,77.88
LTC,2022-11-30,76.77,80.6,75.59,78.48
LTC,2022-11-29,73.23,77.75,72.7,76.6
LTC,2022-11-28,75.81,76.2,70.59,73.23
LTC,2022-11-27,76.75,79.12,74.64,75.81
LTC,2022-11-26,74.63,79.51,73.38,76.75
LTC,2022-11-25,77.69,79.18,73.86,74.63
LTC,2022-11-24,78.44,79.71,75.4,77.69
LTC,2022-11-23,68.99,83.34,68.99,78.44
LTC,2022-11-22,60.27,70.86,60.22,69.09
LTC,2022-11-21,60.79,63.31,59.34,60.28
LTC,2022-11-20,63.45,64.69,60.69,60.79
LTC,2022-11-19,62.82,64.37,61.29,63.45
LTC,2022-11-18,62.16,63.75,61.5,62.75
LTC,2022-11-17,57.07,63.21,56.79,62.17
LTC,2022-11-16,57.8,60.04,56.66,57.06
LTC,2022-11-15,55.33,59.46,55.29,57.8
LTC,2022-11-14,56.91,59.03,53.4,55.33
LTC,2022-11-13,60.34,60.4,56.25,56.92
LTC,2022-11-12,60.15,61.56,58.19,60.34
LTC,2022-11-11,59.49,63.98,58.65,60.15
LTC,2022-11-10,49.25,60.81,48.67,59.53
LTC,2022-11-09,57.17,59.66,47.57,49.15
LTC,2022-11-08,68.75,68.75,54.26,57.4
LTC,2022-11-07,69.38,72.89,67.6,68.75
LTC,2022-11-06,70.24,70.79,68.21,69.38
LTC,2022-11-05,68.07,71.75,67.14,70.24
LTC,2022-11-04,62.01,70.04,61.57,68.09
LTC,2022-11-03,59.13,64.65,59.02,62.01
LTC,2022-11-02,55.08,62.4,54.69,59.13
LTC,2022-11-01,54.92,55.87,54.51,55.08
LTC,2022-10-31,55.81,56.36,54.06,54.92
LTC,2022-10-30,56.85,57.47,55.23,55.81
LTC,2022-10-29,55.19,57.52,54.72,56.85
LTC,2022-10-28,55.09,55.52,53.58,55.19
LTC,2022-10-27,56.09,56.7,54.59,55.09
LTC,2022-10-26,56.03,57.56,55.56,56.09
LTC,2022-10-25,52.65,56.81,52.32,56.03
LTC,2022-10-24,53.17,54.22,52.15,52.65
LTC,2022-10-23,52.47,53.42,51.87,53.17
LTC,2022-10-22,51.59,52.48,51.41,52.48
LTC,2022-10-21,51.06,51.82,49.6,51.59
LTC,2022-10-20,51.56,52.08,50.59,51.06
LTC,2022-10-19,51.78,52.0,51.08,51.56
LTC,2022-10-18,51.72,52.2,50.78,51.73
LTC,2022-10-17,51.45,52.14,50.91,51.72
LTC,2022-10-16,50.82,51.76,50.29,51.45
LTC,2022-10-15,51.34,51.65,50.62,50.82
LTC,2022-10-14,51.49,52.65,50.91,51.35
LTC,2022-10-13,52.2,52.49,48.45,51.51
LTC,2022-10-12,51.99,52.93,51.58,52.2
LTC,2022-10-11,53.24,53.31,51.32,51.99
LTC,2022-10-10,53.64,54.44,52.66,53.24
LTC,2022-10-09,52.97,53.8,52.47,53.64
LTC,2022-10-08,52.92,53.52,52.75,52.97
LTC,2022-10-07,53.87,53.87,52.34,52.9
LTC,2022-10-06,54.22,55.06,53.71,53.87
LTC,2022-10-05,55.52,55.61,53.36,54.22
LTC,2022-10-04,53.9,55.7,53.61,55.52
LTC,2022-10-03,52.64,53.97,51.53,53.9
LTC,2022-10-02,52.7,53.42,52.1,52.64
LTC,2022-10-01,53.43,53.78,52.54,52.7
LTC,2022-09-30,53.85,55.1,53.1,53.43
LTC,2022-09-29,53.47,54.06,52.33,53.85
LTC,2022-09-28,52.51,53.79,51.12,53.49
LTC,2022-09-27,53.08,55.44,51.82,52.51
LTC,2022-09-26,53.53,53.63,51.95,53.08
LTC,2022-09-25,55.12,55.13,53.07,53.51
LTC,2022-09-24,54.12,55.88,53.98,55.12
LTC,2022-09-23,53.2,54.7,51.45,54.11
LTC,2022-09-22,52.98,54.03,50.28,53.2
LTC,2022-09-21,52.33,55.46,50.98,52.98
LTC,2022-09-20,52.26,53.89,50.94,52.34
LTC,2022-09-19,56.22,56.26,50.25,52.26
LTC,2022-09-18,58.24,58.27,55.63,56.22
LTC,2022-09-17,55.92,58.37,55.56,58.24
LTC,2022-09-16,57.09,57.09,54.7,55.92
LTC,2022-09-15,59.56,60.77,56.33,57.09
LTC,2022-09-14,59.33,61.03,58.27,59.56
LTC,2022-09-13,61.41,67.36,59.0,59.33
LTC,2022-09-12,62.79,63.2,60.15,61.41
LTC,2022-09-11,63.6,64.37,61.89,62.79
LTC,2022-09-10,60.87,64.67,60.43,63.6
LTC,2022-09-09,58.33,61.84,57.75,60.87
LTC,2022-09-08,57.01,58.65,56.12,58.33
LTC,2022-09-07,54.98,57.25,52.98,57.01
LTC,2022-09-06,60.23,62.68,54.23,54.95
LTC,2022-09-05,60.22,61.52,59.36,60.23
LTC,2022-09-04,61.2,61.29,58.67,60.22
LTC,2022-09-03,61.65,62.2,59.65,61.2
LTC,2022-09-02,57.4,62.29,56.55,61.61
LTC,2022-09-01,54.73,57.46,53.25,57.4
LTC,2022-08-31,53.69,55.24,52.83,54.73
LTC,2022-08-30,55.41,56.19,51.9,53.65
LTC,2022-08-29,55.08,56.69,52.56,55.41
LTC,2022-08-28,52.91,55.87,52.49,55.08
LTC,2022-08-27,54.05,54.29,51.7,52.91
LTC,2022-08-26,57.2,58.22,53.17,54.05
LTC,2022-08-25,57.32,57.49,55.91,57.2
LTC,2022-08-24,57.06,57.61,55.61,57.35
LTC,2022-08-23,56.59,57.71,53.97,57.02
LTC,2022-08-22,55.43,57.36,52.35,56.59
LTC,2022-08-21,52.8,55.91,52.8,55.46
LTC,2022-08-20,55.39,55.6,52.74,52.94
LTC,2022-08-19,61.19,61.45,54.14,55.39
LTC,2022-08-18,60.9,61.65,60.01,61.19
LTC,2022-08-17,61.46,64.65,59.75,60.9
LTC,2022-08-16,60.79,61.7,59.74,61.46
LTC,2022-08-15,63.43,65.3,60.29,60.79
LTC,2022-08-14,63.83,65.78,62.9,63.43
LTC,2022-08-13,62.56,65.71,61.91,63.83
LTC,2022-08-12,62.7,62.72,60.71,62.56
LTC,2022-08-11,61.58,63.55,61.38,62.7
LTC,2022-08-10,59.2,62.29,57.61,61.58
LTC,2022-08-09,63.5,63.5,58.33,59.25
LTC,2022-08-08,61.81,64.17,60.84,63.5
LTC,2022-08-07,61.54,61.91,59.92,61.81
LTC,2022-08-06,61.32,62.53,60.53,61.51
LTC,2022-08-05,59.33,62.3,58.91,61.32
LTC,2022-08-04,59.46,60.53,57.38,59.33
LTC,2022-08-03,58.71,60.13,56.76,59.46
LTC,2022-08-02,59.0,59.81,56.69,58.68
LTC,2022-08-01,62.2,62.57,58.31,58.86
LTC,2022-07-31,61.77,62.95,59.98,62.2
LTC,2022-07-30,61.61,63.99,60.5,61.77
LTC,2022-07-29,63.35,64.54,59.86,61.66
LTC,2022-07-28,58.45,64.28,58.12,63.35
LTC,2022-07-27,52.73,58.92,52.59,58.45
LTC,2022-07-26,56.34,56.36,52.03,52.73
LTC,2022-07-25,59.41,59.73,54.91,56.34
LTC,2022-07-24,55.79,59.66,55.68,59.41
LTC,2022-07-23,55.75,57.19,54.49,55.79
LTC,2022-07-22,58.16,59.17,55.55,55.69
LTC,2022-07-21,57.08,58.62,55.26,58.16
LTC,2022-07-20,58.31,61.68,56.5,57.13
LTC,2022-07-19,56.59,59.51,55.89,58.31
LTC,2022-07-18,55.8,59.2,55.31,56.59
LTC,2022-07-17,54.27,56.29,54.27,55.8
LTC,2022-07-16,52.16,54.77,51.13,54.27
LTC,2022-07-15,51.04,52.68,50.62,52.08
LTC,2022-07-14,48.34,51.6,47.9,51.04
LTC,2022-07-13,47.71,49.36,46.44,48.34
LTC,2022-07-12,50.43,50.52,47.32,47.71
LTC,2022-07-11,51.57,53.07,50.12,50.43
LTC,2022-07-10,53.34,54.96,50.75,51.57
LTC,2022-07-09,52.01,53.71,51.13,53.34
LTC,2022-07-08,51.82,53.94,50.8,52.01
LTC,2022-07-07,50.31,52.08,49.77,51.81
LTC,2022-07-06,50.68,50.98,48.94,50.32
LTC,2022-07-05,51.25,52.38,47.96,50.68
LTC,2022-07-04,51.07,51.96,49.7,51.25
LTC,2022-07-03,50.47,51.23,49.16,51.07
LTC,2022-07-02,51.55,51.67,49.74,50.47
LTC,2022-07-01,51.02,56.09,50.06,51.55
LTC,2022-06-30,53.43,54.02,50.15,51.02
LTC,2022-06-29,53.23,54.3,51.34,53.43
LTC,2022-06-28,55.94,56.92,52.91,53.23
LTC,2022-06-27,58.78,58.78,54.83,55.94
LTC,2022-06-26,58.81,60.39,57.5,58.78
LTC,2022-06-25,55.46,59.32,54.66,58.81
LTC,2022-06-24,55.67,57.27,54.56,55.29
LTC,2022-06-23,51.56,56.09,51.55,55.67
LTC,2022-06-22,53.3,54.59,50.53,51.59
LTC,2022-06-21,52.78,55.63,51.51,53.3
LTC,2022-06-20,55.13,55.34,51.34,52.78
LTC,2022-06-19,42.39,56.14,42.39,55.1
LTC,2022-06-18,47.11,48.33,41.54,42.35
LTC,2022-06-17,45.71,47.66,44.05,47.11
LTC,2022-06-16,48.62,51.12,44.45,45.71
LTC,2022-06-15,45.03,49.35,41.64,48.64
LTC,2022-06-14,44.06,45.87,40.38,45.03
LTC,2022-06-13,49.91,50.3,41.2,44.14
LTC,2022-06-12,52.03,53.24,48.68,50.04
LTC,2022-06-11,56.91,57.75,51.67,52.03
LTC,2022-06-10,60.09,60.33,55.73,56.86
LTC,2022-06-09,61.97,62.35,59.35,60.09
LTC,2022-06-08,65.01,65.29,61.25,61.99
LTC,2022-06-07,64.0,65.41,60.22,65.0
LTC,2022-06-06,63.44,66.4,62.92,64.0
LTC,2022-06-05,63.26,64.25,61.69,63.44
LTC,2022-06-04,62.16,63.43,61.39,63.26
LTC,2022-06-03,63.82,64.79,61.35,62.16
LTC,2022-06-02,62.73,64.2,62.08,63.87
LTC,2022-06-01,68.35,70.5,61.84,62.66
LTC,2022-05-31,68.07,69.68,66.68,68.35
LTC,2022-05-30,62.96,68.14,62.87,67.92
LTC,2022-05-29,63.07,64.33,61.82,62.88
LTC,2022-05-28,61.88,63.88,61.07,63.07
LTC,2022-05-27,64.14,64.68,60.92,62.1
LTC,2022-05-26,68.6,68.78,60.6,64.17
LTC,2022-05-25,70.26,71.51,67.92,68.6
LTC,2022-05-24,69.56,70.81,67.06,70.26
LTC,2022-05-23,70.76,73.86,68.64,69.44
LTC,2022-05-22,69.58,72.36,69.31,70.76
LTC,2022-05-21,68.45,70.51,67.95,69.58
LTC,2022-05-20,71.07,73.11,66.77,68.45
LTC,2022-05-19,67.72,72.5,64.66,71.07
LTC,2022-05-18,71.5,74.16,66.26,67.72
LTC,2022-05-17,67.99,73.72,66.88,71.6
LTC,2022-05-16,70.55,71.68,64.92,67.87
LTC,2022-05-15,66.33,70.82,65.92,70.44
LTC,2022-05-14,68.45,70.3,64.12,66.33
LTC,2022-05-13,63.22,73.02,61.42,68.49
LTC,2022-05-12,65.74,69.4,52.16,63.33
LTC,2022-05-11,79.18,82.71,65.58,65.73
LTC,2022-05-10,80.48,85.02,73.47,79.18
LTC,2022-05-09,95.06,95.44,77.81,80.77
LTC,2022-05-08,96.06,96.3,91.58,95.06
LTC,2022-05-07,96.07,97.31,95.22,96.06
LTC,2022-05-06,96.96,98.36,93.16,96.15
LTC,2022-05-05,106.53,106.84,94.89,96.96
LTC,2022-05-04,98.48,107.05,97.79,106.53
LTC,2022-05-03,100.2,101.8,97.52,98.04
LTC,2022-05-02,99.0,101.23,98.34,100.2
LTC,2022-05-01,99.28,99.92,94.2,98.88
LTC,2022-04-30,99.79,101.52,98.88,99.28
LTC,2022-04-29,103.91,104.32,98.52,99.79
LTC,2022-04-28,100.13,104.28,99.77,103.94
LTC,2022-04-27,99.14,101.84,96.43,100.13
LTC,2022-04-26,104.19,105.41,98.49,99.14
LTC,2022-04-25,104.85,105.61,98.6,104.19
LTC,2022-04-24,106.31,106.58,103.78,104.85
LTC,2022-04-23,106.08,107.21,104.98,106.31
LTC,2022-04-22,107.25,108.59,105.5,106.08
LTC,2022-04-21,112.58,114.41,107.37,107.49
